id	text	majortopic
566	Liberals' 1968 Deadline For Joining Europe	0
567	?40,000 Theft Of Mink Skins Hole Drilled Through Warehouse Wall	2
568	Belgians Remanded On Casino Charge	2
569	Bench Reject ?2,000 Youth Bail Plea	2
570	Girl Was Tricked Into Lonely Cottage Killing Dead Man's Letter Read At Inquest	2
571	Denial By Manx Radio	0
572	Youth Acquitted: Four Change Pleas	2
573	Local Journalists Get More	0
574	Two-Stage Tax-Short And Long Term-Is Introduced For Personal Capital Gains	1
575	Bonds And Works Of Art Among Exemptions	1
576	May Have Got Idea From Tv	0
577	Charge	2
578	Liverpool Police Chief Deadlock	2
579	Radioisotope Drives New Generator	0
580	Clerk Stole M.P.'S Antiques	2
581	Britain's Lead Over North America	0
582	Britain's Hope Of Coloured Police	2
583	Fears For Press On Mergers Clause	0
584	Wider Survey On Scientist Need	0
585	On-Spot Fines For Throwing Litter Cleansing Chief's Proposal	2
586	Councillor Guilty Of Two Offences Absolute Discharge	2
587	U.S. Consultants Move In	0
588	Seven Years For 'Big-Headed' Killer Shooting Of Youth	2
589	Ruling On African Dancers	2
590	Six Tiepolos Returned By Priest Genoa Art Dealer On Theft Charge	2
591	?19 For Five Drinks, Prosecution Say	2
592	Ship Fire: Youth For Trial	2
593	Ex-Prisoners Demand Gaol Reform	2
594	Seaman Acquitted Of Murder At Sea	2
595	Hope Of Study On Wardship Cases Soon: Judge Thinks Age Of 21 Too High	2
596	?1M. Grant For Technology	0
597	New Mediation Law Sought	2
598	Computer Printing Research ?95,000 Contract For University	0
599	Plea For 'Quiet Zone' In Radio Astronomy	0
600	Couple Accused Of Fraud At Savoy	2
601	Denial Of Train Murder	2
602	Young Jamaican Boy Beaten In Tie Shoot	2
603	New Buccaneer Undergoing Tests Rocket Boost To Cut Take-Off	0
604	Mr. Du Cann Says Press To Blame	0
605	Upsurge Of Crime Outpacing Police Forces Sir E. Dodd Calls For More Recruits	2
606	Oil Case Sentence Varied	2
607	69 Escapes From Secure Prisons Last Year Study To Find The Reasons	2
608	Three Men Impeded Warders In Biggs Escape, Counsel Says	2
609	Japan's Shipyards Race Ahead 1M. Tons More Work In Hand	0
610	No Economic Curb On Channel Tunnel	0
611	A Royal Award For Exports Efficiency Technology Also	0
612	Ministry To Form A Corps For Foreign Aid 400 New Posts Will Help Release Of Specialists	0
613	Bardic Link With Brittany	0
614	Safety Device Cuts Rocket Test Cause Not Known	0
615	Police Guard For Anti-U.S. Painting	2
616	High Cost Of The Young Offender	2
617	One Man Was 'Not In Gaol Escape Plot Prison On Driving Licence Charges	2
618	Computer Strike To Be Intensified	0
619	Menaces Charge Over ? 5,000 Goya 'Ransom Note Lorry Driver Sent For Trial	2
620	Treasure Trail To The Orient ?1M. Export Temptation	0
621	Tv Traps For Rail Vandals Secret Plans To Stop Wrecking	2
622	Policeman Cleared On Tea Complaint	2
623	Family Councils Proposed For Child Delinquents More Residential Training	2
624	Inquiry Into Charges Against R.U.C.	2
625	Bank Holiday Thieves Get ?57,000 In Raids	2
626	Leaflet To Go Unchanged Police Federation Plea Fails	2
627	Inspector On Theft Charge Not In Trouble Before	2
628	Use Of Zero 'Nevfr Challenged	2
629	Three On Mercury Theft Charge	2
630	Doctor Not Guilty: Judge's Direction	2
631	Court Told Of Axe Fight In Hotel	2
632	Shot Man Had Bogus Call Woman's Court Story	2
633	Alleged Rape Of Three Women	2
634	U.S. 'Expansion' For R.A.D.A. Lost Plans Abandoned	0
635	Preventive Role For Family Councils	2
636	Law Confronts Home-Made Jam	2
637	?500 Prize Offer For Fog Aid	0
638	Britain Active In Law Reform	2
639	Half Tv Hours In Colour Urged Five-Year Target	0
640	Man Acquitted Of Stealing Goya Guilty Of Stealing Frame	2
641	Seven Years For Hi-Jackers	2
642	B.B.C. Deny 'Doubt, Dirt And Disbelief' Policy AIM To Encourage New Writers	0
643	Posthumous Medal For Detective	2
644	Giving Research Its Head Prime Minister On Government AIM	0
645	The Physicist Appalled By The Errors Of His Fellows	0
646	Ld. Florey Wants Underwater Exploration By Britain	0
647	Aerospace Firms Call For A Balanced Programme	0
648	Raid Alarms By Private Watch Duty Staff To Warn Police	2
649	Revival of Divorce Debate	2
650	Tv Technicians Checked For Radiation Safeguarding Men At Work On Transmission Aerials	0
651	Sarsons Accept Tv Curb	0
652	Taxi Group Offer ?500 In Murder Case	2
653	Helping Firms To Utilize Science	0
654	2 Gaoled For Not Giving Evidence	2
655	Police Say Man Passed Keys	2
656	More Humane Gaols Urged Wrong Attitude On Religious Belief	2
657	Mr. Heath's Aims In South-East Asia	0
658	Scottish Exports Group Planned	0
659	County And City To Share Computer	0
660	Police Criticize Potholers For 'Sheer Stupidity Man Left Underground For 30 Hours	2
661	Tv Direct Into Homes Via Satellites Mr. Collins Says Britain Should Lead In New Development	0
662	No Place For Typists In 1970's Machines Replace Notebooks	0
663	Dramatic Vein Gives Tv War Film Added Emotion	0
664	Radio AIDS Capture Of 2 Prisoners	2
665	Police Accept Contact Lens Recruits	2
666	Six Policemen Win G.M. Faced Guns In Two Captures	2
667	Distortion On Tv Interviews 'Almost Inevitable	0
668	Frightening' Rise In Costs Facing Exporters Labour Demands Difficult To Meet, Leylands Chief Says	0
669	T.A.M. Defends Its Ratings Basis	0
670	Doubts On French Television Station For Jersey Air Navigation Hazards Feared	0
671	Legal Aid Costs Up ?500,000	2
672	Government's Colour Tv Plans Denounced Insult To Intelligence Of Public, Mr. Grade Says	0
673	Anything on Tonight?	0
674	Dublin Explosion: 8 Help Police	0
675	Glittering' Posts For Economists	1
676	Matrimonial Law Changes Sought	2
677	Youth Of 17 Had Keys To ?37,000 Borstal For Post Office Theft	2
678	Threat To British Electronics	0
679	All Guards On Duty When World Cup Was Stolen Dogs Were Not Asked For, Says Security Firm Chief	2
680	Public's Role In Foiling The Criminal	2
681	Government To Pay ?3M. More Rates	1
682	Bankruptcy Scheme To Make The Criminal Pay	2
683	A-Level Study For Police Cadets	2
684	Detective Tells Of Move To Get World Cup Man Charged With Demanding ?15,000	2
685	Police Find 86 Gelignite Sticks Enough To Blow Up A Street	2
686	Workers' Court' Men Will Not Be Charged No Evidence' Says Director Of Public Prosecutions	2
687	Tv Firms Reject Fight Terms No Chance To Bid For Clay-Cooper	0
688	Telephone System 'Very Archaic	0
689	End Support For U.S. Aggression	0
690	Chancellor imposes jobs tax Aiming to divert labour into productive industry	1
691	M.P.s Stunned By Budget Reprieve Pessimists proved wrong	1
692	Britain Seeking Views On Entering E.E.C. Problems serious, says Mr. Stewart	0
693	Anglo-French trade discussions	0
694	de Gaulle reckless, U.S. envoy says	0
695	Ld. Avon's solution for Indo-China	0
696	Vital Session Opens For The Six German reserve set on package deal	0
697	Jobs tax pressure on Government	1
698	Rates aid to start next April	1
699	British Girl Dies Of Stab Wounds	2
700	Blockade Demand At U.N. Rhodesia talks attacked	0
701	Move out' order to police	2
702	France Halted By Wages Protest	0
703	Austrian President in London	0
704	Myra Hindley Seeks To Appeal	2
705	Big Change In Police Forces Merger plans today	2
706	B.B.C. Orders For Colour Cameras	0
707	Chief Justice And Law Maker	2
708	Films law to be extended	0
709	Heaviest element is isolated	0
710	Å2m. Anglo-German deal with China	0
711	Rope Of Sheets In Gaol Escape	2
712	Plot' To Murder Dr. Castro	0
713	U.S. Court Upholds Prisoners' Rights	0
714	Russians and Czechs turn on Rumanians Prague call to close Warsaw Pact ranks	0
715	Keeping up with the Moscow Joneses From Monitor	0
716	U.S. Wheat Crop Badly Hit	0
717	Selling as pound weakens again	1
718	Gaol Visit By Mr. Jenkins Personal briefing on escapes	2
719	Soviet actors complain of 'tyranny	0
720	Inns of Court plan joint council	2
721	Mr. Kosygin displays winning repartee	0
722	Amsterdam police fire on rioting workers Wave of violence after marcher's death	0
723	Trade Gap Widens Again	0
724	Talks With Russia On Space Treaty	0
725	New Talks To START With Six Britain seeks safeguards	0
726	Generals In Control After Argentine Coup U.S. suspends diplomatic relations	0
727	Kabaka injured back during fighting	0
728	Madrid Police Stop Workers' Rally	0
729	Communist Clashes Spread E.T.U. protest to A.E.U.	0
730	Party Scramble Over Vietnam Debate	0
731	French doubts on British policy M. Pompidou's delicate task in London today	0
732	London theft of Rousseau painting	2
733	U.S. rocket weighs 29 tons Could be 17?	0
734	No bank help to meet payroll tax Chancellor's ruling as pound reaches low point	1
735	Å20M. Syria Order Switched From Britain To Italy	0
736	Mr. F. Cousins Takes New Line Accepts part one of incomes Bill	1
737	Mrs. Gandhi Begins Talks With Mr. Kosygin Pledge to aid Hanoi dims peace hopes	0
738	Mr. Wilson To Leave Early For Russia	0
739	F.B.I. arrest colonel on spy charges	0
740	Cabinet Meeting Again Today Last-minute talks on economic measures	1
741	Terrorist shot in Rhodesia clash Ahhh, question of 1627/1927 - more of an issue with no subcodes. What do you think?	0
742	Race Riots Spreading In U.S. National Guard patrol city	0
743	Highest Men In Space Fuel shortage hits astronauts' plans	0
744	N. Korea Spring A Surprise	0
745	Chancellor Admits HE Gambled And Lost	1
746	Man Indicted For Nurses' Murder	2
747	Kwesi Armah is freed twice in day	0
748	Dismissal threat to juror alleged	2
749	Mourners met by King Baudouin	0
750	U.S. view of Britain's role in world order European unity a prime necessity	0
751	Protest At Isle's Betting Raids	2
752	Gold Loss Officially Å25M.	1
753	Jury verdicts by majority likely	2
754	New Nigerian regime to free Chief Enahoro Announcement made while in hospital	0
755	Mr. Kosygin to bring in new ministers	0
756	20 M.P.s abstain on Incomes Bill Government majority cut to 39 on report stage	1
757	Mr. Wilson Hedges On Gibraltar	0
758	Railman Says 'Isaw Buster Edwards Check at scene of train robbery	2
759	Random drink tests out of Bill	2
760	Britons in India hard hit by devaluation Rapid decline in numbers expected	1
761	Paris Fears New Eldo Crisis	0
762	Detectives armed in hunt for dangerous men Public are warned to keep away	2
763	Public Help In Search For Girl 12? Missing persons?	2
764	Police and Negroes cooperate in U.S.	0
765	Booby trap in car kills woman	2
766	Masked gunman in kidnapping	2
767	Abbey Service For Shot Policemen Ministers and M.P.s to attend	2
768	Conservatives to debate crime	2
769	Thieves Slept In Show Beds	2
770	Britons acquitted after a year	2
771	Mr. Brown to meet U.S. leaders	0
772	B.A.C. expect big Kuwait contract	0
773	Americans Gaoled For Poster Prank	2
774	Dr. Verwoerd Murdered In Parliament Stabbed three times by white messenger, Doctor M.P. Gives 'Kiss Of Life	0
775	Dangerous Situation Faces S. Africa	0
776	Satellite contract for Hawker Siddeley	0
777	Move should end all talk of devaluation	1
778	TV advertising levy yields Å21m.	0
779	Youth On Threat To President Charge	0
780	Tired Space Man Cuts Walk	0
781	Mr. Vorster is S. Africa's choice	0
782	European unions watching T.U.C. Moscow mission Visit may decide whether others go	0
783	French free former Congo Minister	0
784	Ark Royal warns Russian tug to keep away	0
785	Smoke Bombs On Royal Route Dutch police arrest 81	0
786	Orchestra strike in Philadelphia Arts, international or strike?!?!	0
787	4 New High Court Judges	2
788	Briton Rescued From Peak By Helicopter	2
789	U.S. Nazi Leader Fined	0
790	National push for productivity Mr. Wilson jubilant over first 'parliament of industry	1
791	President to join talks in Manila	0
792	Full Rigour Of The Squeeze Immediate action decided by Cabinet	1
793	Reserves up Å3m. last month	1
794	Birching In Prisons IS Likely To Be Ended Mr. Jenkins rejects Maidstone sentence	2
795	Man sought in Broadmoor escape	2
796	Sentence on daubers of swastikas	2
797	Freeze order for newspaper men	0
798	Posthumous Free Pardon For Timothy Evans	2
799	Ben Barka trial drama of secret police chief Moroccan key witness now in Paris	0
800	Scientist's Surprise Return Visit to Russia cut short	0
801	East-West German Clash Barrier defied on Elbe	0
802	Death sentence on Dr. Subandrio	0
803	Finance to be eased for exports House purchase bridging loans to aid job-changing	0
804	Zambia order challenged	0
805	Senate control kept by Democrats Mr. Nelson Rockefeller holds New York for third term	0
806	Å50 Fine For Tv Licence Evaders Register of homes with sets	0
807	750 Arrested After Riots In Delhi Resignation of Home Minister	0
808	Italian Petrol Tax For Flood Fund	0
809	Dr. Erhard's party picks possible successors Way cleared to oust the Chancellor	0
810	American Arrested In Prague	0
811	Roberts charged with three murders Legal conundrum after police shooting trial is adjourned	2
812	New plans for expanding Moscow underground	0
813	Trade Figures Show A Å29M. Surplus Record exports and drop in imports	0
814	Unions warned on 'Sun' costs	0
815	Spain to have 100 elected M.P.s General Franco will appoint Prime Minister	0
816	The Guardian' Not To Join Consortium	0
817	Mini-Skirts Are Official In Moscow	0
818	King Husain blames Russia and Egypt Israel would not gain from collapse of Jordan	0
819	Britons attacked in Morocco	0
820	B.B.C. cancels adults-only Cinderella	0
821	Cut Costs, 'Guardian' Warns May have to quit London	0
822	Exports Surge To Record Best trade figures since war boost sterling	0
823	Radio 390 Loses Appeal	0
824	Egyptian Escapes Kidnap	0
825	Tories demand Moor escape inquiry Commandos join Mitchell hunt	2
826	Rioting In Landslip City	2
827	Mitchell Sends A Letter To 'The Times Willing to surrender if given a release date	2
828	B.B.C. popular radio music 18hrs. daily	0
829	Dartmoor man caught after car chase Road block rammed then police close in	2
830	Gold Reserves Gain Å34M. On Year	1
831	Arrest of 70 invaders on way to Haiti	0
832	Government Ready To Help The Press Restrictive practices a scandal and blackmail--Mr. Wilson	0
833	Detectives see men over Dulwich art theft Reward offer of Å 1,000 'not a ransom	2
834	Schweppes Man As Scotland Yard P.R.O.	2
835	U.S. Puts On 6% War Tax Twin targets of Vietnam and poverty	0
836	Chou En-Lai Defends Some Attacked Leaders	0
837	Gaol sentence on Tanga Briton	2
838	Newspaper owners and unions act on report	0
839	Britain rejects dearer gold plan	1
840	Arkansas 'torture prison	0
841	Mr.Wilson Puts Case In Paris Anglo-French partnership necessary to Europe	0
842	TV rental charges for prices board	0
843	Manchester Wants 1s. 2D. Rate Rise, Grant of 5d. for householders	1
844	India's Democracy In Danger	0
845	Lord Parker's concern at releases	2
846	Two More Die In U.S. Spacecraft Fire destroys oxygen pressure chamber	0
847	Porter dies as students seek to storm hall	2
848	Three colour TV channels likely	0
849	Malta Leaders Look At New Proposals	0
850	Joint trade planning offer by Russia U.K. could avoid world market fluctuations-Mr. Kosygin	0
851	Airliner IS 'Hijacked' To Aqaba U.A.R. urges return of passengers	0
852	Leave To Challenge Legal Aid Decision	2
853	New Science Research Council Chairman	0
854	Germans Upset By Mr. Brown Students demonstrate at airport	0
855	Hitch over Royal visit to Malta Plan held up by defence crisis	0
856	A New Export, And Import, Record	0
857	Dr. Borg Olivier For London Early talks on new offer to Malta	0
858	Two accused of drug theft and killing girl	2
859	Woman on the warpath at Dartmoor	2
860	New Move Towards 'Sun' Economies	1
861	New Kennedy book to be dropped	0
862	Russians dig 11 miles down	0
863	Knife Gang Attack	2
864	Witness 'heard plot to kill Kennedy Clay Shaw accused at hearing	0
865	Trade deficit brought down to Å3m.	0
866	Financial weeklies plan merger	0
867	Co-Operative Press Join Tv Group	0
868	Snakes found dead: boy charged	2
869	Lawyer Flees 'Restriction' In Zambia	0
870	Independent TV colour shows in danger	0
